ICAO;IATA;Name;Country
GQPZ;OUZ;ZOUERATT/TAZADIT;MR
GSAI;;;
GSVO;;;
GUCY;CKY;CONAKRY;GN
GUFA;FIG;FRIA/KATOUROU;GN
GUFH;FAA;FARANAH/BADALA;GN
GUGO;;;
GUID;;;GN
GUKR;;;
GUKU;KSI;KISSIDOUGOUI/KISSI;GN
GULB;LEK;LABE/TATA;GN
GUMA;MCA;MACENTA;GN
GUNZ;NZE;NZEREKORE/KONIA;GN
GUOK;BKJ;BOKE/BARALANDE;GN
GUSA;;;
GUSB;;;
GUSI;GII;SIGUIRI;GN
GUXD;;;GN
GUXN;KNN;KANKAN;GN
GVAC;SID;AMILCAR CABRAL INTL;CV
GVAN;NTO;AGOSTINHO NETO/SANTO ANTAO ISLAND;CV
GVBA;BVC;RABIL INTL;CV
GVBR;;;
GVFM;;;
GVMA;MMO;MAIO/MAIO ISLAND;CV
GVMT;MTI;MOSTEIROS/FOGO ISLAND;CV
GVNP;RAI;PRAIA/INTERNATIONAL;CV
GVPR;;;
GVSF;SFL;SAO FILIPE;CV
GVSN;SNE;PREGUICA/SAO NICOLAU ISLAND;CV
GVSV;VXE;SAO VICENTE INTL;CV
HAAB;ADD;ADDIS ABEBA/BOLE INTL;ET
HAAD;;;
HAAG;;;ET
HAAL;;;
HAAM;;ARBA MINCH;ET
HAAW;;;ET
HAAX;AXU;AXUM;ET
HABB;;;
HABC;;;ET
HABD;BJR;BAHIR DAR;ET
HABE;BEI;Beica ;ET
HABU;;;
HADB;;;
HADC;;;ET
HADD;;;
HADL;;;
HADM;DBM;DEBRE MARCOS;ET
HADN;;;
HADO;;;
HADR;DIR;DIRE DAWA/ABA TENNA DEJAZMATCH YILMA INT;ET
HADT;;;
HAFN;;;
HAGB;;;
HAGH;;;ET
HAGL;;;
HAGM;GMB;GAMBELLA;ET
HAGN;GDQ;GONDER AZEZO;ET
HAGO;GDE;GODE;ET
HAGR;GOR;GORE;ET
HAGU;;;
HAHM;;;ET
HAHS;;;
HAHU;HUE;HUMERA;ET
HAJJ;JIJ;Jigiga Airport;ET
HAJM;JIM;JIMMA;ET
HAKD;ABK;Kabri Dar ;ET
HAKL;;;
HALA;AWA;Awasa Airport;ET
HALL;LLI;LALIBELLA;ET
HAME;;;
HAMJ;;;
HAMK;MQX;MEKELE ALULA A/NEGA;ET
HAML;;;ET
HAMM;;;
HAMN;;;
HAMO;;;
HAMR;;;
HAMS;;;ET
HAMT;;;
HANG;;;ET
HANJ;;;
HANK;;;
HASB;;;ET
HASD;;;
HASH;;;
HASO;ASO;Asosa ;ET
HATO;;;
HATP;;;
HATS;;;ET
HAWC;;;
HBB0;;;
HBBA;BJM;BUJUMBURA INTL;BI
HBBE;;;
HBBK;;;
HCMA;ALU;Alula Airport;SO
HCMB;BIB;BAIDOA;SO
HCMC;;;
HCMD;;;
HCME;;;
HCMF;BSA;BOSASO;SO
HCMG;;;
HCMH;HGA;EGAL/INTERNATIONAL;SO
HCMI;BBO;BERBERA;SO
HCMJ;;;
HCMK;KMU;KISIMAYU;SO
HCML;;;
HCMM;MGQ;MOGADISHU;SO
HCMN;;BELET UEN;SO
HCMO;;;
HCMP;;;
HCMR;;;
HCMS;;;
HCMU;;;
HCMV;BUO;BURAO;SO
HDAE;;;
HDAG;;;
HDAM;JIB;DJIBOUTI AMBOULI;DJ
HDAS;AII;Ali-Sabieh Airport;DJ
HDCH;;;
HDDK;;;
HDDO;;;
HDHE;;;
HDMO;;;
HDOB;;;
HDTJ;;;
HDYO;;;
HEAL;;AL ALAMAIN;
HEAR;AAC;EL ARISH INTL;EG
HEAT;ATZ;ASYUT INTL;EG
HEAX;ALY;Alexandria, Egypt - Alexandria International Airport;EG
HEAZ;;ALMAZA AIRFORCE BASE;EG
HEBA;HBE;BORG EL ARAB INTL;EG
HEBL;ABS;ABU SIMBEL;EG
HECA;CAI;CAIRO INTL;EG
HECC;;;EG
HEDK;DAK;Dakhla Oasis, Egypt;EG
HEEM;;;EG
HEGN;HRG;HURGHADA INTL;EG
HEGO;;EL-GOUNA;
HEGR;;EL GORA;EG
HEKG;UVL;EL KHARGA;EG
HELX;LXR;LUXOR INTL;EG
HEMA;RMF;MARSA ALAM INTL;EG
HEMM;MUH;MERSA MATRUH;EG
HENV;;;
HEOC;;OCTOBER;
HEOW;GSQ;SHARK EL OWEINAT INTL;EG
HEPS;PSD;PORT SAID;EG
HESC;SKV;ST CATHERINE INTL;EG
HESH;SSH;SHARM EL SHEIKH INTL;EG
HESN;ASW;ASWAN INTL;EG
HETB;TCP;TABA INTL;EG
HETR;ELT;EL TOR;EG
HFFF;;;DJ
HHAG;;;
HHAK;;;
HHAL;;;
HHAS;ASM;Asmara International Airport - Asmara ;ER
HHAT;;;
HHAU;;;
HHBA;;;
HHBL;;;
HHDC;;;
HHGU;;;
HHHB;;;
HHKN;;;
HHKT;;;
HHMF;;;
HHMG;;;
HHMS;MSW;MASSAWA;ER
HHNF;;;
HHOH;;;
HHSB;ASA;ASSAB INTL;ER
HHTS;;;
HKAM;ASV;AMBOSELI;KE
HKBA;;BUSIA;
HKBR;;;
HKBU;;BUNGOMA;
HKED;;ELDORET;KE
HKEL;EDL;Eldoret, Kenya - Eldoret International Airport;KE
HKEM;;EMBU;KE
HKES;EYS;ELIYE SPRING;KE
HKEW;;;
HKFG;KLK;KALOKOL;KE
HKGA;GAS;GARISSA;KE
HKGT;;;
HKHB;;HOMA BAY;
HKHO;HOA;HOLA;KE
HKIS;;ISIOLO;KE
HKJK;NBO;NAIROBI JKIA INTL;KE
HKKA;;;
HKKB;;;
HKKE;;KEEKOROK;
HKKG;;KAKAMEGA;KE
HKKI;KIS;KISUMU;KE
HKKL;ILU;KILAGUNI;KE
HKKP;;;
HKKR;KEY;KERICHO;KE
HKKS;;KISII;KE
HKKT;KTL;KITALE;KE
HKKU;;;
HKLG;;LOKITAUNG;
HKLK;LKG;LOKICHOGIO;KE
HKLO;LOK;LODWAR;KE
HKLT;;LOITOKITOK;
HKLU;LAU;LAMU MANDA;KE
HKLY;LOY;LOYENGALANI;KE
HKMA;NDE;MANDERA;KE
HKMB;RBT;MARSABIT/SEGEL;KE
HKME;;;KE
HKMG;;;
HKMI;;;
HKMK;;MULIKA;
HKML;MYD;MALINDI;KE
HKMM;;;
HKMO;MBA;MOMBASA MOI INTL;KE
HKMR;;MACKIONNON ROAD;
HKMS;;;
HKMT;;MTITO ANDEI;
HKMU;;MAKINDU;KE
HKMY;OYL;MOYALE/BOMA;KE
HKMZ;;;
HKNC;;;KE
HKNI;NYE;NYERI;KE
HKNK;NUU;NAKURU/LANET;KE
HKNN;;;
HKNO;;NAROK;KE
HKNV;;NAIVASHA;
HKNW;WIL;NAIROBI/WILSON;KE
HKNY;NYK;NANYUKI CIVIL;KE
HKRE;;NAIROBI/EASTLEIGH;
HKSB;UAS;SAMBURU SOUTH/BUFFALO SPRINGS;KE
HKUK;;;
HKVO;;VOI;KE
HKWE;;;
HKWJ;WJR;WAJIR/WAGHALA;KE
HLAG;QGG;AGEDABIA;LY
HLAM;;AMAL V12;
HLFL;;BU ATTIFEL;
HLGD;;SIRTE;
HLGL;;WAREHOUSE 59E;
HLGT;GHT;GHAT;LY
HLKF;AKF;KUFRA;LY
HLLB;BEN;BENGHAZI/BENINA;LY
HLLM;MJI;MITIGA;LY
HLLO;;;
HLLQ;LAQ;EL BEIDA;LY
HLLS;SEB;SEBHA;LY
HLLT;TIP;TRIPOLI INTL;LY
HLMB;LMQ;MARSA BREGA;LY
HLNF;;RAS LANUF OIL;
HLON;HUQ;HON;LY
HLRA;;DAHRA;
HLRF;;;
HLSD;;;
HLTD;LTD;GHADAMES EAST;LY
HLZA;;ZELLA 74;
HLZW;WAX;ZWARA;LY
HRYG;GYI;GISENYI;RW
HRYI;BTQ;Butare Airport;RW
HRYN;;;RW
HRYO;;;RW
HRYR;KGL;KIGALI;RW
HRYU;RHG;Ruhengeri Airport;RW
HRZA;KME;KAMEMBE;RW
HSAK;;;
HSAT;ATB;ATBARA;SD
HSAW;;;
HSBR;;;
HSBT;;;
HSCG;;;
HSDB;EDB;Eldebba ;SD
HSDL;;;
HSDM;;;
HSDN;DOG;DONGOLA;SD
HSDZ;;DAMAZIN;SD
HSFS;ELF;EL FASHIR;SD
HSGF;;;SD
HSGG;;;
HSGN;EGN;GENEINA;SD
HSGO;;;
HSKA;KSL;KASSALA;SD
HSKG;;;
HSKI;KST;Kosti Airport ;SD
HSKJ;;;
HSKP;;;
HSLI;;KADUGLI;SD
HSLR;;;
HSMD;;;
HSMK;;;
HSMN;;MEROWI NEW;
HSMR;MWE;MEROWE;SD
HSNA;;;
HSND;;;
HSNH;;;
HSNL;;;SD
HSNM;;;
HSNN;UYL;NYALA;SD
HSNR;;;SD
HSNW;;;
HSOB;EBD;EL OBEID;SD
HSPA;;;
HSPI;;;
HSPN;PZU;PORT SUDAN;SD
HSRJ;;;
HSRN;;;SD
HSSJ;JUB;JUBA;SD
HSSM;MAK;MALAKAL;SD
HSSP;;;SD
HSSS;KRT;KHARTOUM;SD
HSSW;WHF;WADI HALFA;SD
HSTO;;;
HSTR;;;
HSTU;;;
HSWW;WUU;WAU;SD
HSYA;;;
HSYE;;;
HSYL;;;
HSZA;;;
HTAR;ARK;ARUSHA;TZ
HTBH;;;
HTBU;BKZ;BUKOBA/BUKOBA;TZ
HTCH;;;
HTDA;DAR;JULIUS NYERERE INTERNATIONAL AIRPORT;TZ
HTDO;DOD;DODOMA;TZ
HTFI;;;
HTIR;IRI;IRINGA;TZ
HTIY;;;
HTKA;TKQ;KIGOMA;TZ
HTKB;;KIBONDO/KIBONDO;
HTKD;;KONDOA/KONDOA;
HTKI;;;TZ
HTKJ;JRO;KILIMANJARO;TZ
HTKL;;;
HTKO;;KONGWA/KONGWA;
HTKR;;;
HTKS;;KILOSA/KILOSA;
HTKT;;;
HTKU;;KASULU/KASULU;
HTLD;;;
HTLI;LDI;LINDI/KIKWETU;TZ
HTLL;;LIULI/LIULI;
HTLM;;;
HTLO;;;
HTMA;MFA;MAFIA/MAFIA;TZ
HTMB;MBI;MBEYA;TZ
HTMC;;;
HTMD;MWN;Mwadui Airport - Mwadui ;TZ
HTMF;;MUFINDI/MUFINDI;
HTMG;;MOROGORO/MOROGORO;TZ
HTMI;;;
HTMK;;;
HTMN;;;
HTMO;;MOMBO/MOMBO;TZ
HTMP;;;
HTMR;;;
HTMS;QSI;Off-Line Point;TZ
HTMT;MYW;MTWARA;TZ
HTMU;;MUSOMA/MUSOMA;TZ
HTMV;;MVUMI/MVUMI;
HTMW;MWZ;MWANZA;TZ
HTMX;;MPWAPWA/MPWAPWA;
HTMY;;;
HTNA;;;TZ
HTNG;;;
HTNJ;;;
HTNR;;NGARA;
HTOL;;;
HTPE;PMA;PEMBA/CHAKE CHAKE;TZ
HTSD;;;
HTSE;;SAME/SAME;TZ
HTSH;;;
HTSN;;;
HTSO;SGX;SONGEA;TZ
HTSU;;;
HTSY;SHY;SHINYANGA/IBADAKULI;TZ
HTTB;TBO;TABORA;TZ
HTTG;TGT;TANGA;TZ
HTTU;;;
HTUK;;;
HTUR;;;
HTUT;;UTETE/UTETE;
HTUV;;;
HTWH;;;
HTWK;;;
HTZA;ZNZ;ZANZIBAR/KISAUNI;TZ
HUAJ;;;
HUAR;RUA;ARUA;UG
HUBA;;;
HUBU;;BUNDIBUGYO;
HUEN;EBB;ENTEBBE INTL;UG
HUFP;;;UG
HUGU;ULU;GULU;UG
HUJI;JIN;JINJA;UG
HUKB;;;UG
HUKC;;;
HUKD;;;
HUKF;;;
HUKK;;KAKIRA;
HUKO;;KOTIDO;
HUKS;KSE;KASESE;UG
HUKT;;;
HULA;;;
HULI;;LIRA;UG
HUMA;MBQ;MBARARA;UG
HUMI;KCU;MASINDI;UG
HUMO;;MOROTO;UG
HUMW;;;
HUPA;PAF;PAKUBA;UG
HUSO;SRT;SOROTI;UG
HUTO;TRY;TORORO;UG
HZHN;;;NZ
KAAF;AAF;Apalachicola Municipal Airport;US
KAAO;;;
KAAP;AAP;Andrau Airpark;US
KAAS;;;
KAAT;;;
KABA;;;
KABE;ABE;LEHIGH VALLEY INTL;US
KABI;ABI;ABILENE RGNL;US
KABL;;;US
KABO;;;
KABQ;ABQ;Albuquerque International Sunport Airport;US
KABR;ABR;ABERDEEN RGNL;US
KABX;;;US
KABY;ABY;SOUTHWEST GEORGIA RGNL;US
KACB;ACB;ANTRIM COUNTY;US
KACJ;;;US
KACK;ACK;NANTUCKET MEM;US
KACP;;;US
KACQ;ACQ;;
KACT;ACT;WACO RGNL;US
KACV;ACV;ARCATA;US
KACY;ACY;ATLANTIC CITY INTL;US
KACZ;;;
KADG;ADG;LENAWEE COUNTY;US
KADH;ADT;ADA MUNI;US
KADM;ADM;ARDMORE MUNI;US
KADQ;;;US
KADR;ADR;Andrews Airport;US
KADS;ADS;ADDISON;US
KADT;;;US
KADU;;;
KADW;ADW;Camp Springs, Maryland, United States - Andrews AFB;US
KAED;;;US
KAEG;;;
KAEL;AEL;ALBERT LEA MUNI;US
KAET;AET;Allakaket ;US
KAEX;AEX;Alexandria, Louisiana, United States - Alexandria International Airport;US
KAFF;AFF;United States Air Force Academy Airport;US
KAFJ;AFJ;WASHINGTON COUNTY;
KAFK;;;US
KAFN;AFN;JAFFREY AIRPORT-SILVER RANCH;US
KAFO;AFO;Afton ;US
KAFP;AFP;;
KAFW;AFW;FORT WORTH ALLIANCE;US
KAGC;AGC;ALLEGHENY CO;US
KAGN;;;US
KAGO;AGO;Magnolia Municipal Airport;US
KAGS;AGS;AUGUSTA RGNL AT BUSH FLD;US
KAGZ;;;
KAHC;AHC;Amedee Aaf;US
KAHD;AHD;Ardmore Downtown Airport;US
KAHF;AHF;Arapahoe Municipal Airport;US
KAHH;AHH;Amery Municipal Airport;US
KAHN;AHN;ATHENS BEN EPPS;US
KAHQ;AHQ;;
KAHT;AHT;Amchitka;US
KAIA;AIA;ALLIANCE MUNI;US
KAIB;AIB;Anita Bay Airport;US
KAID;AID;ANDERSON MUNI DARLINGTON FLD;US
KAIG;;;
KAIK;AIK;Aiken Municipal ;US
KAIN;;;US
KAIO;AIO;Atlantic Municipal Airport;US
KAIT;;;
KAIV;AIV;Aliceville;US
KAIY;AIY;ATLANTIC CITY MUNI BADER FLD;US
KAIZ;AIZ;Lee C Fine Memorial Airport;US
KAJG;AJG;;
KAJO;;;US
KAJR;;;
KAKB;;;US
KAKC;AKC;Fulton International Airport;US
KAKH;;Gastonia Municipal Airport - Gastonia, North Carolina ;US
KAKI;AKI;Akiak ;US
KAKK;AKK;Akhiok Spb;US
KAKN;;;US
KAKO;;;US
KAKP;AKP;Anaktuvuk Pass;US
KAKQ;;;US
KAKR;AKO;AKRON FULTON INTL;US
KAKW;;;US
KALB;ALB;ALBANY INTL;US
KALE;ALE;Alpine Airport;US
KALI;ALI;ALICE INTL;US
KALM;ALM;ALAMOGORDO WHITE SANDS RGNL;US
KALN;ALN;ST LOUIS RGNL;US
KALO;ALO;WATERLOO MUNI;US
KALS;ALS;Alamosa Municipal ;US
KALW;ALW;WALLA WALLA RGNL;US
KALX;ALX;Alexander City;US
KALZ;ALZ;Alitak Spb;US
KAMA;AMA;AMARILLO INTL;US
KAMG;;Bacon County Airport - Alma, Georgia ;US
KAMK;AMK;Animas Air Park ;US
KAMN;AMN;GRATIOT COMMUNITY;US
KAMT;;;
KAMW;AMW;AMES MUNI;US
KAMX;;;US
KANA;ANA;Anaheim ;US
KANB;ANB;ANNISTON METROPOLITAN;US
KANC;;;US
KAND;AND;ANDERSON RGNL;US
KANE;;;US
KANI;;;US
KANJ;;SAULT STE MARIE MUNI/SANDERSON FIELD;
KANN;;;US
KANP;ANP;Lee Airport;US
KANQ;ANQ;Tri-State Steuben County Airport;US
KANV;;;US
KANW;ANW;Ainsworth Airport;US
KANY;ANY;Anthony ;US
KAOC;;;
KAOH;AOH;Allen County;US
KAOO;AOO;ALTOONA BLAIR CO;US
KAOS;AOS;Amook ;US
KAOV;AOV;;
KAPA;APA;Arapahoe County ;US
KAPC;APC;Napa County ;US
KAPF;APF;Naples Municipal;US
KAPG;APG;PHILLIPS AAF;US
KAPH;APH;A P HILL AAF;US
KAPN;APN;ALPENA CO RGNL;US
KAPT;APT;Marion County Airport;US
KAPV;APV;Apple Valley;US
KAQO;AQO;;
KAQP;;;
KAQQ;AQQ;;US
KAQR;AQR;;
KAQW;AQW;;US
KAQY;AQY;Alyeska Airport;US
KARA;ARA;ACADIANA RGNL;US
KARB;ARB;ANN ARBOR MUNI;US
KARC;;;US
KARG;ARG;Walnut Ridge Airport;US
KARR;AUZ;Chicago/Aurora, Illinois, United States Aurora Municipal Airport;US
KART;ART;WATERTOWN INTL;US
KARV;ARV;Noble F Lee ;US
KARX;ARX;Asbury Park ;US
KASD;;;
KASE;ASE;Aspen ;US
KASG;;;
KASH;ASH;BOIRE FLD;US
KASJ;;;
KASL;ASL;Harrison County ;US
KASN;ASN;Talladega Municipal ;US
KASQ;ASQ;Austin Airport;US
KAST;AST;ASTORIA RGNL;US
KASW;;;
KASX;ASX;Ashland Airport;US
KASY;ASY;Ashley Airport;US
KATA;;;
KATE;ATE;Antlers Municipal ;US
KATK;;;US
KATL;ATL;HARTSFIELD JACKSON ATLANTA INTL;US
KATO;ATO;Ohio University, Oh ;US
KATS;ATS;ARTESIA MUNI;US
KATT;ATT;Atmautluak;US
KATU;;;US
KATW;ATW;Outagamie County;US
KATX;;;US
KATY;ATY;WATERTOWN MUNI;US
KAUG;AUG;AUGUSTA STATE;US
KAUH;;;
KAUK;AUK;Alakanuk;US
KAUM;AUM;AUSTIN MUNI;US
KAUN;AUN;Auburn;US
KAUO;AUO;AUBURN OPELIKA ROBERT G PITTS;US
KAUS;AUS;AUSTIN BERGSTROM INTL;US
KAUW;AUW;Wausau Municipal;US
KAUZ;;;US
KAVC;AVC;;
KAVK; ;ALVA RGNL;
KAVL;AVL;ASHEVILLE RGNL;US
KAVO;AVO;Avon Park Municipal ;US
KAVP;AVP;WILKES BARRE SCRANTON INTL;US
KAVQ;AVQ;;
KAVW;AVW;Avra Valley Airport;US
KAVX;AVX;Avalon Bay Airport;US
KAWG;AWG;;US
KAWH;;;US
KAWI;;;US
KAWM;AWM;West Memphis Municipal Airport;US
KAWO;AWO;Arlington, Washington, United States - Arlington Municipal Airport;US
KAXA;;;US
KAXB;AXB;Alexandria Bay, Ny;US
KAXG;AXG;Algona Airport;US
KAXH;AXH;;
KAXN;AXN;CHANDLER FLD;US
KAXQ;AXQ;CLARION COUNTY;
KAXS;AXS;Altus/Quartz Mountain Regional Airport - Altus, Oklahoma ;US
KAXV;AXV;Neil Armstrong Airport;US
KAXX;AXX;Angel Fire Airport;US
KAYE;AYE;Army Air Field Heliport;US
KAYS;AYS;Ware County ;US
KAYX;AYX;ARNOLD AFB;
KAYZ;AYZ;Zahns Airport;US
KAZC;AZC;;
KAZE;AZE;;
KAZO;AZO;KALAMAZOO BATTLE CREEK INTL;US
KAZU;AZU;;
KBAB;BAB;BEALE AFB;US
KBAD;BAD;BARKSDALE AFB;US
KBAF;BAF;BARNES MUNI;US
KBAK;CLU;Columbus, Indiana, United States - Columbus Municipal Airport;US
KBAM;BAM;BATTLE MOUNTAIN;US
KBAR;BAR;Baker Aaf ;US
KBAX;;HURON COUNTY MEMORIAL;
KBAZ;;;
KBBB;BBB;BENSON MUNI;US
KBBC;;;US
KBBD;BBD;Curtis Field;US
KBBF;BBF;Burlington Airport;US
KBBP;;;
KBBW;BBW;Broken Bow Airport;US
KBBX;;;US
KBCB;BCB;Virginia Tech ;US
KBCC;BCC;Bear Creek Airport;US
KBCE;BCE;Bryce ;US
KBCG;;;US
KBCJ;BCJ;Baca Grande Airport;US
KBCK;;;US
KBCS;BCS;Southern Sea Plane;US
KBCT;BCT;Boca Raton Public ;US
KBDE;BDE;BAUDETTE INTL;US
KBDF;BDF;Rinkenberger Airport;US
KBDG;BDG;Blanding;US
KBDJ;;;
KBDL;BDL;BRADLEY INTL;US
KBDN;;;
KBDQ;;;
KBDR;BDR;IGOR I SIKORSKY MEM;US
KBDX;BDX;Broadus Airport ;US
KBDY;BDY;State Airport;US
KBEC;BEC;BEECH FACTORY;US
KBED;BED;LAURENCE G HANSCOM FLD;US
KBEH;BEH;Ross Field;US
KBET;;;US
KBFA;;;US
KBFB;BFB;Blue Fox Bay Airport;US
KBFD;BFD;BRADFORD RGNL;US
KBFE;;;
KBFF;BFF;WESTERN NEB RGNL WILLIAM B HEI;US
KBFG;BFG;Bullfrog Basin Airport;US
KBFI;BFI;BOEING FLD KING CO INTL;US
KBFK;BFK;Buckley Air National Guard Base;US
KBFL;BFL;MEADOWS FLD;US
KBFM;BFM;MOBILE DOWNTOWN;US
KBFP;BFP;Beaver Falls Airport;US
KBFR;BFR;Virgil I Grissom Municipal Airport;US
KBFT;;;US
KBFW;;SILVER BAY MUNI;US
KBGD;BGD;Hutchinson County ;US
KBGE;BGE;Bainbridge;US
KBGF;;;
KBGM;BGM;GREATER BINGHAMTON EDWIN A LINK FLD;US
KBGQ;BGQ;Big Lake Airport;US
KBGR;BGR;BANGOR INTL;US
KBGS;BGS;Webb Air Force Base;US
KBGT;BGT;Bagdad;US
KBHB;BHB;HANCOCK COUNTY-BAR HARBOR;US
KBHC;;;US
KBHE;;;US
KBHK;;;US
KBHM;BHM;BIRMINGHAM INTL;US
KBHX;;;US
KBIC;BIC;Big Creek ;US
KBID;BID;Block Island;US
KBIE;BIE;BEATRICE MUNI;US
KBIF;BIF;BIGGS AAF;US
KBIG;;;US
KBIH;BIH;Bishop Airport;US
KBIL;BIL;BILLINGS LOGAN INTL;US
KBIS;BIS;BISMARCK MUNI;US
KBIV;;;US
KBIX;BIX;KEESLER AFB;US
KBJC;BJC;ROCKY MOUNTAIN METROPOLITAN;US
KBJI;BJI;BEMIDJI RGNL;US
KBJJ;BJJ;WAYNE COUNTY;US
KBKC;;;US
KBKD;BKD;Stephens County Airport;US
KBKE;BKE;BAKER CITY MUNI;US
KBKF;;Aurora, Colorado, United States - Buckley AFB;US
KBKH;;;US
KBKL;BKL;BURKE LAKEFRONT;US
KBKS;;;
KBKT;BKT;ALLEN C PERKINSON BLACKSTONE AAF;US
KBKV;BKV;;US
KBKW;BKW;RALEIGH CO MEM;US
KBKX;BKX;BROOKINGS RGNL;US
KBLD;BLD;Boulder City;US
KBLF;BLF;Mercer County ;US
KBLH;BLH;BLYTHE;US
KBLI;BLI;BELLINGHAM INTL;US
KBLM;BLM;Monmouth County Airport;US
KBLU;BLU;Blue Canyon Airport;US
KBLV;BLV;Belleville, Illinois, United States - Scott AFB/Midamerica Airport;US
KBLW;BLW;Bellows Field;US
KBMC;BMC;BRIGHAM CITY;US
KBMG;BMG;MONROE CO;US
KBMI;BMI;CENTRAL ILLINOIS RGNL;US
KBMK;;;
KBML;BML;BERLIN MUNI;US
KBMQ;;Burnet Municipal Airport (Kate Craddock Field) - Burnet, Texas ;US
KBMT;BMT;BEAUMONT MUNI;US
KBMX;;;US
KBNA;BNA;NASHVILLE INTL;US
KBNF;BNF;Warm Spring Bay Spb ;US
KBNG;BNG;Banning Municipal ;US
KBNH;BNH;Barnes Airport;US
KBNL;BNL;Barnwell;US
KBNO;BNO;Burns Municipal ;US
KBNW;BNW;BOONE MUNI;US
KBNY;;;US
KBOF;BOF;Bolling Air Force Base;US
KBOI;BOI;BOISE AIR TERMINAL;US
KBOK;BOK;Brookings State ;US
KBOS;BOS;GENERAL EDWARD LAWRENCE LOGAN;US
KBOW;BOW;BARTOW MUNI;US
KBOX;;;US
KBPA;BPA;Grumman Airport;US
KBPG;;;
KBPI;BPI;MILEY MEM FLD;US
KBPK;;Ozark Regional Airport (formerly Baxter County Regional Airport) - Mountain Home, Arkansas ;US
KBPP;BWM;BOWMAN MUNI;US
KBPT;BPT;SOUTHEAST TEXAS RGNL;US
KBQK;BQK;BRUNSWICK GOLDEN ISLES;US
KBQR;BQR;BUFFALO-LANCASTER;
KBQV;BQV;Bartlett Sea Plane Base;US
KBRD;BRD;Crow Wing ;US
KBRG;BRG;Whitesburg Municipal;US
KBRK;;;
KBRL;BRL;SOUTHEAST IOWA RGNL;US
KBRO;BRO;BROWNSVILLE SOUTH PADRE ISLAND;US
KBRW;;;US
KBRY;BRY;Bardstown ;US
KBSF;;;US
KBSI;BSI;Blairsville Airport;US
KBSM;;;US
KBSQ;BSQ;Bisbee Municipal Airport;US
KBST; ;BELFAST MUNI;
KBSW;BSW;Boswell Bay Airport;US
KBSZ;BSZ;Bartletts ;US
KBTF;BTF;Salt Lake Skypark;US
KBTI;;;US
KBTL;BTL;W K KELLOGG;US
KBTM;BTM;BERT MOONEY;US
KBTN;TTO;BRITTON MUNI;US
KBTP;BTP;BUTLER COUNTY/K W SCHOLTER FIELD;US
KBTR;BTR;BATON ROUGE METRO RYAN FLD;US
KBTT;;;US
KBTV;BTV;BURLINGTON INTL;US
KBTY;BTY;Beatty Airport;US
KBUB;BUB;Burwell ;US
KBUF;BUF;BUFFALO NIAGARA INTL;US
KBUM;BUM;Butler Airport;US
KBUO;;;US
KBUR;BUR;BOB HOPE;US
KBUY;;;US
KBVD;BVD;Beaver Inlet Seaport, Ak;US
KBVE;;;US
KBVI;WBQ;BEAVER CO;US
KBVN;BVN;;
KBVO;BVO;BARTLESVILLE MUNI;US
KBVS;;;US
KBVU;;;US
KBVX;BVX;BATESVILLE RGNL;US
KBVY;BVY;BEVERLY MUNI;US
KBWC;BWC;Brawley Airport;US
KBWD;BWD;BROWNWOOD RGNL;US
KBWG;BWG;BOWLING GREEN WARREN CO RGNL;US
KBWI;BWI;BALTIMORE WASHINGTON INTL;US
KBWL;BWL;Blackwell ;US
KBWM;;;US
KBWP;;;US
KBWS;BWS;Blaine Municipal, Wa;US
KBXA;BXA;George R. Carr Airport;US
KBXC;BXC;Boxborough Airport;US
KBXG;;;
KBXK;BXK;Buckeye Airport;US
KBXS;BXS;Borrego Springs ;US
KBYA;;;US
KBYG;BYG;Buffalo Municipal Airport ;US
KBYH;BYH;ARKANSAS INTL;US
KBYI;BYI;BURLEY MUNI;US
KBYS;BYS;Bicycle Lake Army Air Field;US
KBYW;BYW;Blakely Island;US
KBYY;BBC;BAY CITY MUNI;US
KBZK;;;
KBZN;BZN;GALLATIN FLD;US
KBZS;BZS;Buzzards Point S Airport;US
KBZT;BZT;Hinkles Ferry;US
KCAD;CAD;WEXFORD COUNTY;US
KCAE;CAE;COLUMBIA METROPOLITAN;US
KCAG;;;US
KCAK;CAK;AKRON CANTON RGNL;US
KCAO;CAO;Clayton ;US
KCAR;CAR;CARIBOU MUNI;US
KCAV;;Clarion Municipal Airport - Clarion, Iowa ;US
KCBA;CBA;Corner Bay Airport;US
KCBE;CBE;Wiley Ford;US
KCBF;CBF;Council Bluffs;US
KCBG;;;US
KCBK;CBK;Colby Municipal Airport;US
KCBM;CBM;COLUMBUS AFB;US
KCBZ;CBZ;Cabin Creek Airport;US
KCCA;CCA;Chaffee Air Force Base;US
KCCB;CCB;Upland;US
KCCD;CCD;Century City Airport;US
KCCG;CCG;Crane County;US
KCCO;;;
KCCR;CCR;Buchanan Field;US
KCCX;;;US
KCCY;CCY;Charles City;US
KCDB;;;US
KCDC;CDC;CEDAR CITY RGNL;US
KCDD;;SCOTTS;
KCDH;CDH;Harrell Field ;US
KCDI;;;US
KCDK;CDK;Cedar Key ;US
KCDL;CDL;Candle;US
KCDN;CDN;Camden;US
KCDR;CDR;Chadron Municipal ;US
KCDS;CDS;Childress ;US
KCDV;;;US
KCDW;CDW;Caldwell Wright ;US
KCEA;CEA;Cessna Aircraft Field;US
